tracking_number,ship_date,????,????id,???,???,???
{61290989800520716284},5/13/2020,6/28/2020 3:26,1714,5.7,5.7,5.7
{61290989800520683401},5/11/2020,5/25/2020 7:42,1631,6.58,6.58,7.53
{61290989800520628549},5/5/2020,5/25/2020 7:28,1631,5.37,5.37,5.42
{61290989800521005684},5/28/2020,6/28/2020 2:30,1711,5.85,5.85,5.37
{61290989800520500760},4/23/2020,5/8/2020 0:49,1577,5.38,5.38,5.38
{61290989800520682831},5/11/2020,5/25/2020 7:57,1631,7.08,7.08,7.08
{61290989800520913638},5/19/2020,6/28/2020 4:00,1714,8.33,8.33,7.65
{61290989800520965590},5/25/2020,6/12/2020 4:05,1688,5.61,5.61,5.61
{61290989800520523110},4/26/2020,5/8/2020 0:53,1577,6.28,6.28,6.29
{61290989800521296433},6/21/2020,7/3/2020 5:42,1768,5.71,5.71,5.83
{61290989800520605502},5/4/2020,5/25/2020 7:59,1631,6.54,6.54,7.51
{61290989800520593458},5/2/2020,5/29/2020 5:25,1649,5.37,5.37,5.38
{61290989800520607704},5/4/2020,5/25/2020 7:59,1631,5.8,5.8,5.77
{61290989800520894425},5/18/2020,6/5/2020 2:14,1663,6.27,6.27,6.28
{61290989800520742894},5/15/2020,5/29/2020 6:11,1649,9.5,9.5,9.79
{61290989800521028201},6/1/2020,6/28/2020 2:30,1711,7.57,7.57,7.08
{61290989800521258479},6/15/2020,6/28/2020 3:17,1712,7.45,7.45,7.43
{61290989800520656207},5/7/2020,5/29/2020 5:34,1649,5.7,5.7,5.7
{61290989800520714754},5/13/2020,5/29/2020 5:59,1649,5.61,5.61,5.61
{61290989800520715676},5/13/2020,5/29/2020 6:00,1649,5.7,5.7,5.7
{61290989800521122480},6/13/2020,6/28/2020 3:16,1712,5.85,5.85,5.85
{61290989800520935456},5/21/2020,6/5/2020 2:16,1663,28.38,25.93,7.14
{61290989800520627832},5/5/2020,5/25/2020 7:33,1631,5.7,5.7,5.42
{61290989800521094022},6/9/2020,6/28/2020 2:26,1711,7.36,7.36,8.33
{61290989800520642392},5/6/2020,5/29/2020 5:31,1649,5.37,5.37,5.37
{61290989800521079906},6/8/2020,6/28/2020 2:28,1711,6.19,6.19,6.19
{61290989800521268379},6/16/2020,7/3/2020 2:58,1764,6.46,6.46,6.47
{61290989800520685450},5/11/2020,5/29/2020 5:46,1649,5.7,5.7,5.7
{61290989800520508742},4/24/2020,5/8/2020 0:46,1577,5.62,5.62,5.62
{61290989800520555128},4/29/2020,5/25/2020 7:40,1631,5.72,5.72,5.99
{61290989800520606974},5/4/2020,5/29/2020 5:27,1649,5.61,5.61,5.61
{61290989800521099522},6/10/2020,7/3/2020 3:02,1764,5.85,5.85,5.85
{61290989800521258592},6/15/2020,7/3/2020 5:53,1768,6.46,6.46,6.01
{61290989800520877664},5/16/2020,6/5/2020 1:53,1663,6.3,5.7,6.27
{61290989800520615990},5/4/2020,5/29/2020 5:28,1649,11.13,11.13,6.73
{61290989800520682978},5/11/2020,5/25/2020 7:46,1631,5.4,5.4,5.39
{61290989800520532198},4/27/2020,5/25/2020 7:35,1630,5.72,5.72,5.72
{61290989800520633642},5/5/2020,5/25/2020 7:34,1631,5.61,5.61,5.61
{61290989800520899062},5/18/2020,5/29/2020 6:15,1649,8.25,8.25,8.87
{61290989800520556484},4/29/2020,5/25/2020 7:53,1630,5.72,5.72,5.99
{61290989800520932332},5/21/2020,6/28/2020 4:03,1714,5.37,5.37,5.37
{61290989800521267389},6/16/2020,6/28/2020 3:17,1712,5.83,5.83,5.83
{61290989800520555104},4/29/2020,5/25/2020 7:45,1630,5.38,5.38,5.99
{61290989800520628716},5/5/2020,5/25/2020 8:04,1630,5.37,5.37,5.42
{61290989800521083347},6/8/2020,6/28/2020 3:14,1712,7.46,7.46,7.33
{61290989800520642699},5/6/2020,5/29/2020 5:31,1649,6.88,6.88,6.87
{61290989800520905657},5/19/2020,6/5/2020 2:06,1663,6.58,6.58,7.53
{61290989800520628242},5/5/2020,5/29/2020 5:29,1649,5.7,5.7,5.42
{61290989800521306767},6/22/2020,7/3/2020 5:46,1768,5.8,5.8,5.8
{61290989800521275650},6/17/2020,7/3/2020 3:01,1764,7.04,7.04,8.01
{61290989800520890434},5/18/2020,5/29/2020 6:14,1649,6.3,5.7,6.27
{61290989800520925396},5/20/2020,6/19/2020 2:31,1698,5.7,5.7,5.7
{61290989800520922548},5/20/2020,6/28/2020 3:31,1714,5.7,5.7,5.7
{61290989800520964364},5/25/2020,6/5/2020 2:06,1663,5.7,5.7,5.7
{61290989800520605434},5/4/2020,5/25/2020 8:04,1630,5.4,5.4,5.39
{61290989800521099676},6/10/2020,6/19/2020 2:23,1698,7.06,7.06,8.02
{61290989800520935319},5/21/2020,6/5/2020 1:54,1663,19.94,11.5,6.43
{61290989800520983686},5/26/2020,6/12/2020 4:03,1688,5.37,5.37,5.37
{61290989800520969970},5/25/2020,6/12/2020 4:11,1688,5.4,5.4,5.39
{61290989800520700726},5/12/2020,5/29/2020 5:54,1649,7.18,7.18,7.18
{61290989800520523387},4/26/2020,5/25/2020 7:29,1631,6.27,6.27,5.72
{61290989800520545020},4/28/2020,5/25/2020 7:44,1630,5.38,5.38,5.38
{61290989800520701211},5/12/2020,5/29/2020 5:54,1649,5.7,5.7,5.7
{61290989800520647410},5/6/2020,5/29/2020 5:32,1649,5.86,5.86,5.57
{61290989800520532365},4/27/2020,5/25/2020 7:36,1630,7.05,7.05,7.05
{61290989800520665711},5/8/2020,5/29/2020 5:37,1649,6.88,6.88,6.87
{61290989800520683678},5/11/2020,5/29/2020 5:46,1649,5.4,5.4,5.39
{61290989800520906340},5/19/2020,6/12/2020 1:56,1677,5.37,5.37,5.37
{61290989800521301403},6/22/2020,7/3/2020 5:44,1768,7.19,7.19,6.35
{61290989800521005493},5/28/2020,6/12/2020 1:37,1677,6.88,6.88,6.87
{61290989800520548540},4/28/2020,5/25/2020 7:33,1630,5.38,5.38,5.38
{61290989800520545266},4/28/2020,5/25/2020 7:29,1630,6.28,6.28,5.72
{61290989800520931878},5/21/2020,6/28/2020 3:47,1714,6.88,6.88,7.85
{61290989800520923378},5/20/2020,6/5/2020 1:51,1663,5.98,5.98,5.98
{61290989800520932516},5/21/2020,6/28/2020 4:04,1714,5.7,5.7,5.7
{61290989800521022391},5/30/2020,6/19/2020 2:38,1698,5.7,5.7,5.75
{61290989800521122183},6/13/2020,7/3/2020 2:59,1764,5.85,5.85,5.85
{61290989800520666510},5/8/2020,5/29/2020 5:37,1649,5.7,5.7,5.7
{61290989800520894807},5/18/2020,5/29/2020 6:15,1649,14.42,6.96,6.43
{61290989800521076677},6/8/2020,7/3/2020 3:00,1764,6.19,6.19,6.19
{61290989800521318067},6/24/2020,7/3/2020 5:44,1768,5.51,5.51,5.5
{61290989800520726658},5/14/2020,6/5/2020 2:01,1663,5.7,5.7,5.7
{61290989800520968201},5/25/2020,6/12/2020 3:59,1688,6.27,6.27,5.7
{61290989800520684811},5/11/2020,6/28/2020 4:16,1714,5.37,5.37,5.37
{61290989800520572590},4/30/2020,5/25/2020 7:44,1631,10.43,10.43,6.64
{61290989800520571913},4/30/2020,5/25/2020 8:04,1630,5.38,5.38,5.99
{61290989800521258691},6/15/2020,6/28/2020 3:17,1712,6.75,6.75,6.27
{61290989800520509121},4/24/2020,5/8/2020 0:56,1577,5.38,5.38,5.38
{61290989800521261981},6/15/2020,6/28/2020 3:17,1712,8.81,8.81,7.07
{61290989800520907156},5/19/2020,6/5/2020 2:25,1663,5.37,5.37,5.37
{61290989800521030006},6/1/2020,6/19/2020 2:32,1698,5.7,5.7,5.7
{61290989800520510288},4/24/2020,5/8/2020 0:58,1577,5.72,5.72,5.72
{61290989800520666800},5/8/2020,6/12/2020 1:55,1677,5.37,5.37,5.37
{61290989800520948555},5/22/2020,6/28/2020 4:06,1714,5.7,5.7,6.73
{61290989800520605823},5/4/2020,5/25/2020 7:38,1631,6.88,6.88,7.85
{61290989800521052466},6/3/2020,6/19/2020 2:33,1698,5.61,5.61,5.61
{61290989800520667180},5/8/2020,5/25/2020 7:56,1631,5.7,5.7,5.7
{61290989800520964722},5/25/2020,6/12/2020 4:07,1688,5.61,5.61,5.61
{61290989800520907248},5/19/2020,6/28/2020 3:12,1712,6.1,6.1,5.61
{61290989800521250107},6/13/2020,7/3/2020 2:58,1764,8.81,8.81,7.79
{61290989800520572743},4/30/2020,5/25/2020 7:54,1631,11.13,11.13,7.41
{61290989800521262292},6/15/2020,7/3/2020 5:54,1768,5.99,5.99,5.43
{61290989800520583787},5/1/2020,5/25/2020 7:39,1630,5.62,5.62,5.99
{61290989800520677141},5/9/2020,5/29/2020 5:42,1649,5.7,5.7,5.75
{61290989800521300383},6/22/2020,7/3/2020 5:47,1768,5.51,5.51,5.5
{61290989800520890403},5/18/2020,5/29/2020 6:14,1649,6.2,5.61,6.17
{61290989800521099751},6/10/2020,6/28/2020 2:22,1711,5.85,5.85,5.85
{61290989800520889544},5/18/2020,5/29/2020 6:14,1649,7.72,7.08,7.66
{61290989800520601979},5/4/2020,5/25/2020 7:42,1630,5.4,5.4,5.39
{61290989800520628457},5/5/2020,5/25/2020 7:49,1631,5.37,5.37,5.42
{61290989800520619165},5/4/2020,5/25/2020 7:59,1631,5.75,5.75,5.52
{61290989800520656283},5/7/2020,5/25/2020 7:51,1631,5.7,5.7,5.7
{61290989800520644693},5/6/2020,5/25/2020 7:37,1630,5.4,5.4,5.39
{61290989800520968751},5/25/2020,6/12/2020 2:11,1677,6.73,6.73,5.7
{61290989800521310665},6/23/2020,7/3/2020 5:41,1768,8.23,8.23,8.74
{61290989800520668729},5/8/2020,6/19/2020 2:23,1698,5.7,5.7,5.7
{61290989800521056617},6/4/2020,6/19/2020 2:40,1698,5.37,5.37,5.37
{61290989800520642378},5/6/2020,5/25/2020 7:41,1631,7.08,7.08,7.08
{61290989800520894494},5/18/2020,6/5/2020 1:50,1663,6.88,6.88,7.85
{61290989800521268720},6/16/2020,7/3/2020 2:55,1764,5.6,5.6,5.6
{61290989800520932691},5/21/2020,6/28/2020 4:04,1714,5.61,5.61,5.61
{61290989800521062465},6/5/2020,6/19/2020 2:37,1698,7.18,7.18,7.18
{61290989800520879385},5/16/2020,6/28/2020 3:45,1714,6.72,5.7,6.27
{61290989800520899239},5/18/2020,6/5/2020 2:25,1663,8.33,8.33,7.65
{61290989800520557191},4/29/2020,5/25/2020 7:59,1630,5.72,5.72,5.99
{61290989800520628754},5/5/2020,5/25/2020 7:38,1631,5.37,5.37,5.42
{61290989800520665520},5/8/2020,5/29/2020 5:37,1649,7.18,7.18,7.18
{61290989800521289374},6/19/2020,7/3/2020 5:45,1768,5.6,5.6,5.6
{61290989800521275094},6/17/2020,7/3/2020 2:55,1764,5.92,5.92,5.92
{61290989800521077490},6/8/2020,6/28/2020 2:31,1711,6.67,6.67,6.05
{61290989800520966467},5/25/2020,6/12/2020 2:12,1677,6.88,6.88,7.85
{61290989800520682541},5/11/2020,5/25/2020 8:01,1631,6.88,6.88,6.87
{61290989800520627672},5/5/2020,5/25/2020 7:30,1631,5.37,5.37,5.42
{61290989800520729819},5/14/2020,6/28/2020 3:26,1714,6.54,6.54,7.51
{61290989800520994279},5/27/2020,6/12/2020 1:45,1677,5.7,5.7,5.7
{61290989800520616416},5/4/2020,5/29/2020 5:28,1649,11.13,11.13,6.73
{61290989800520548571},4/28/2020,5/25/2020 7:47,1630,49.27,49.27,5.72
{61290989800521076813},6/8/2020,6/28/2020 3:14,1712,7.52,7.52,7.52
{61290989800521078428},6/8/2020,6/28/2020 2:25,1711,6.1,6.1,6.09
{61290989800520602303},5/4/2020,5/25/2020 8:05,1631,7.18,7.18,7.18
{61290989800521116335},6/12/2020,6/28/2020 2:45,1711,6.19,6.19,6.19
{61290989800521255096},6/15/2020,7/3/2020 2:59,1764,5.85,5.85,5.85
{61290989800521300581},6/22/2020,7/3/2020 5:43,1768,6.63,6.63,7.59
{61290989800520601405},5/4/2020,5/25/2020 8:04,1631,5.7,5.7,5.7
{61290989800520701518},5/12/2020,5/29/2020 5:54,1649,5.7,5.7,5.7
{61290989800520993647},5/27/2020,6/12/2020 1:43,1677,6.88,6.88,7.85
{61290989800520571463},4/30/2020,5/25/2020 8:01,1630,5.72,5.72,5.99
{61290989800520615730},5/4/2020,5/29/2020 5:28,1649,10.38,10.38,7.51
{61290989800521015461},5/29/2020,6/12/2020 1:42,1677,5.37,5.37,5.37
{61290989800521079616},6/8/2020,6/19/2020 2:23,1698,5.85,5.85,5.85
{61290989800521006216},5/28/2020,6/12/2020 1:45,1677,5.7,5.7,5.7
{61290989800520641654},5/6/2020,5/25/2020 7:48,1631,5.7,5.7,5.7
{61290989800521256246},6/15/2020,6/28/2020 3:17,1712,6.19,6.19,6.19
{61290989800521093964},6/9/2020,6/28/2020 2:32,1711,6.1,6.1,6.09
{61290989800521100235},6/10/2020,6/28/2020 3:15,1712,7.66,7.66,7.66
{61290989800520666589},5/8/2020,5/25/2020 7:32,1631,5.7,5.7,5.7
{61290989800520628945},5/5/2020,5/25/2020 8:00,1631,5.37,5.37,5.42
{61290989800520728034},5/14/2020,5/29/2020 6:06,1649,8.26,8.26,7.9
{61290989800521289701},6/19/2020,7/3/2020 5:49,1768,5.92,5.92,5.92
{61290989800521100402},6/10/2020,6/28/2020 2:32,1711,5.85,5.85,5.85
{61290989800520569552},4/30/2020,5/25/2020 7:38,1630,6.55,6.55,7
{61290989800520582131},5/1/2020,5/25/2020 7:32,1630,5.72,5.72,5.99
{61290989800520657365},5/7/2020,5/25/2020 7:46,1631,5.7,5.7,5.7
{61290989800520694810},5/11/2020,5/29/2020 5:51,1649,7.16,7.16,6.73
{61290989800521082050},6/8/2020,6/28/2020 2:22,1711,6.19,6.19,6.19
{61290989800520716277},5/13/2020,5/29/2020 6:00,1649,5.7,5.7,5.7
{61290989800520739757},5/15/2020,5/29/2020 6:10,1649,5.7,5.7,5.7
{61290989800521267624},6/16/2020,7/3/2020 2:57,1764,6.9,6.9,6.47
{61290989800521083538},6/8/2020,6/28/2020 2:44,1711,12.23,6.93,6.26
{61290989800521014518},5/29/2020,6/12/2020 1:48,1677,5.37,5.37,5.37
{61290989800520981453},5/26/2020,6/12/2020 4:39,1688,7.53,7.26,6.87
{61290989800520571883},4/30/2020,5/25/2020 7:27,1630,5.72,5.72,5.99
{61290989800520961639},5/24/2020,6/12/2020 4:06,1688,6.88,6.88,7.85
{61290989800520899079},5/18/2020,6/5/2020 2:13,1663,6.21,6.21,6.04
{61290989800521105902},6/10/2020,6/28/2020 2:44,1711,5.85,5.85,5.85
{61290989800520523219},4/26/2020,5/25/2020 7:30,1631,6.73,6.73,5.72
{61290989800521284744},6/18/2020,7/3/2020 5:43,1768,6.9,6.9,6.47
{61290989800521078763},6/8/2020,6/28/2020 2:25,1711,6.19,6.19,6.19
{74890989800520948247},5/22/2020,6/5/2020 2:28,1663,7.51,6.69,7.51
{61290989800520684538},5/11/2020,5/29/2020 5:46,1649,6.27,6.27,6.28
{61290989800520889759},5/18/2020,6/5/2020 1:52,1663,7.52,6.88,8.44
{61290989800521056839},6/4/2020,6/19/2020 2:34,1698,7.18,7.18,7.18
{61290989800520943819},5/22/2020,6/28/2020 4:23,1714,5.7,5.7,5.7
{61290989800520569859},4/30/2020,5/25/2020 7:37,1630,5.62,5.62,5.99
{61290989800520569972},4/30/2020,5/25/2020 7:43,1630,5.42,5.42,5.99
{61290989800521286519},6/18/2020,7/3/2020 5:45,1768,5.6,5.6,5.6
{61290989800521300574},6/22/2020,7/3/2020 5:46,1768,7.21,7.21,7.21
{61290989800521100655},6/10/2020,6/28/2020 2:26,1711,6.19,6.19,6.19
{61290989800521292992},6/19/2020,7/3/2020 5:46,1768,6.9,6.9,6.9
{61290989800520742436},5/15/2020,5/29/2020 6:11,1649,5.7,5.7,5.7
{61290989800520996419},5/27/2020,6/12/2020 4:13,1688,5.7,5.7,5.7
{61290989800521093346},6/9/2020,7/3/2020 3:04,1764,5.85,5.85,5.85
{61290989800520523660},4/26/2020,5/25/2020 7:52,1630,5.72,5.72,5.72
{61290989800520879095},5/16/2020,7/3/2020 2:53,1764,8.01,7.36,8.44
{61290989800520924955},5/20/2020,6/28/2020 4:04,1714,6.29,6.29,6.04
{61290989800520644655},5/6/2020,5/25/2020 7:44,1631,5.4,5.4,5.39
{61290989800520878784},5/16/2020,5/29/2020 6:13,1649,6.41,5.8,5.93
{61290989800520683821},5/11/2020,5/29/2020 5:46,1649,5.7,5.7,5.7
{61290989800521049756},6/3/2020,6/19/2020 2:34,1698,5.37,5.37,5.37
{61290989800520879293},5/16/2020,6/5/2020 2:23,1663,6.2,5.61,6.17
{61290989800520660341},5/7/2020,6/5/2020 1:52,1663,6.27,6.27,5.7
{61290989800520581035},5/1/2020,5/25/2020 7:56,1631,7.45,7.45,7.97
{61290989800520524896},4/26/2020,5/25/2020 7:56,1631,7.19,7.19,7.19
{61290989800521289756},6/19/2020,7/3/2020 5:47,1768,7.33,7.33,7.33
{61290989800520716253},5/13/2020,5/29/2020 6:00,1649,5.7,5.7,5.7
{61290989800520995993},5/27/2020,6/12/2020 4:41,1688,4.98,4.44,5.7
{61290989800520554893},4/29/2020,5/25/2020 7:38,1630,5.62,5.62,5.99
{61290989800520676113},5/9/2020,5/29/2020 5:42,1649,5.7,5.7,5.7
{61290989800520524292},4/26/2020,5/25/2020 7:57,1630,5.72,5.72,5.72
{61290989800520922463},5/20/2020,6/5/2020 2:15,1663,6.88,6.88,7.85
{61290989800521300147},6/22/2020,7/3/2020 5:45,1768,5.48,5.48,5.48
{61290989800521103915},6/10/2020,6/28/2020 2:44,1711,8.82,8.82,9.35
{61290989800521083187},6/8/2020,6/28/2020 2:42,1711,7.36,7.36,8.33
{61290989800521093339},6/9/2020,6/28/2020 2:32,1711,8.22,8.22,8.23
{61290989800521122466},6/13/2020,6/28/2020 3:16,1712,6.75,6.75,6.76
{61290989800520727976},5/14/2020,5/29/2020 6:06,1649,6.88,6.88,7.85
{61290989800521028867},6/1/2020,6/28/2020 2:31,1711,6.19,6.19,5.7
{61290989800520971553},5/25/2020,6/12/2020 2:12,1677,7.16,7.16,6.28
{61290989800520906418},5/19/2020,6/28/2020 3:29,1714,5.7,5.7,5.7
{61290989800521076479},6/8/2020,6/28/2020 3:14,1712,6.19,6.19,6.19
{61290989800521078978},6/8/2020,6/28/2020 3:14,1712,7.95,7.74,7.35
{61290989800520981354},5/26/2020,6/28/2020 2:45,1711,6.19,6.19,5.7
{61290989800520603461},5/4/2020,5/25/2020 7:52,1631,5.7,5.7,5.7
{61290989800520969772},5/25/2020,6/12/2020 4:10,1688,5.37,5.37,5.37
{61290989800520524506},4/26/2020,5/25/2020 7:57,1630,5.72,5.72,5.72
{61290989800520994378},5/27/2020,6/12/2020 1:48,1677,5.7,5.7,5.7
{61290989800520742603},5/15/2020,5/29/2020 6:11,1649,5.7,5.7,5.7
{61290989800520569736},4/30/2020,5/25/2020 7:31,1631,5.72,5.72,5.99
{61290989800520715577},5/13/2020,5/29/2020 6:00,1649,5.98,5.98,5.98
{61290989800520593274},5/2/2020,5/25/2020 7:53,1631,5.7,5.7,5.72
{61290989800520888219},5/18/2020,5/29/2020 6:14,1649,7.52,6.88,8.44
{61290989800520923217},5/20/2020,6/28/2020 3:12,1712,6.19,6.19,5.7
{61290989800520715225},5/13/2020,5/29/2020 6:00,1649,6.58,6.58,7.53
{61290989800520616119},5/4/2020,5/29/2020 5:28,1649,11.13,11.13,6.73
{61290989800520727402},5/14/2020,6/5/2020 1:50,1663,7.18,7.18,7.18
{61290989800520943512},5/22/2020,6/5/2020 2:16,1663,5.37,5.37,5.37
{61290989800520557184},4/29/2020,5/25/2020 7:55,1630,5.38,5.38,5.99
{61290989800520969253},5/25/2020,6/28/2020 3:13,1712,6.19,6.19,5.7
{61290989800520934664},5/21/2020,6/5/2020 2:16,1663,5.7,5.7,5.7
{61290989800520646581},5/6/2020,6/28/2020 4:19,1714,5.37,5.37,5.42
{61290989800520985666},5/26/2020,6/12/2020 4:11,1688,6.27,6.27,6.28
{61290989800520983648},5/26/2020,6/12/2020 1:39,1677,5.7,5.7,5.7
{61290989800520726634},5/14/2020,5/29/2020 6:05,1649,5.7,5.7,5.7
{61290989800520683531},5/11/2020,5/29/2020 5:45,1649,5.37,5.37,5.37
{61290989800520647243},5/6/2020,5/25/2020 7:49,1631,5.37,5.37,5.37
{61290989800521030358},6/1/2020,6/19/2020 2:30,1698,5.7,5.7,5.7
{61290989800520921930},5/20/2020,6/5/2020 2:27,1663,5.4,5.4,5.39
{61290989800520628648},5/5/2020,5/25/2020 7:44,1631,5.37,5.37,5.42
{61290989800520933506},5/21/2020,6/5/2020 1:54,1663,7.9,7.9,8.87
{61290989800520715348},5/13/2020,7/3/2020 3:00,1764,7.06,7.06,7.53
{61290989800520628761},5/5/2020,5/25/2020 7:43,1631,5.61,5.61,5.42
{61290989800520646833},5/6/2020,5/25/2020 8:06,1631,5.4,5.4,5.39
{61290989800520511933},4/24/2020,5/25/2020 8:08,1630,5.72,5.72,5.72
{61290989800520727860},5/14/2020,5/29/2020 6:06,1649,5.61,5.61,5.61
{61290989800520983600},5/26/2020,6/12/2020 2:10,1677,7.16,7.16,6.73
{61290989800521296365},6/21/2020,7/3/2020 5:48,1768,5.8,5.8,5.92
{61290989800521057515},6/4/2020,6/19/2020 2:39,1698,26.44,16.16,15.05
{61290989800521082043},6/8/2020,6/19/2020 2:23,1698,6.46,6.46,6.09
{61290989800520894913},5/18/2020,5/29/2020 6:15,1649,5.4,5.4,5.39
{61290989800520727259},5/14/2020,5/29/2020 6:06,1649,6.88,6.88,7.85
{61290989800520980579},5/26/2020,6/12/2020 1:43,1677,7.16,7.16,6.28
{61290989800521077896},6/8/2020,6/28/2020 2:24,1711,6.19,6.19,6.19
{61290989800521117080},6/12/2020,6/28/2020 3:16,1712,7.36,7.36,8.33
{61290989800521122053},6/13/2020,7/3/2020 2:59,1764,6.05,6.05,6.05
{61290989800520739887},5/15/2020,6/28/2020 4:20,1714,7.08,7.08,7.08
{61290989800520888295},5/18/2020,5/29/2020 6:14,1649,6.3,5.7,6.27
{61290989800521077872},6/8/2020,6/28/2020 2:29,1711,5.85,5.85,5.85
{61290989800520740357},5/15/2020,7/3/2020 2:53,1764,6.19,6.19,5.7
{61290989800521117721},6/12/2020,6/28/2020 3:16,1712,6.46,6.46,6.46
{61290989800520659253},5/7/2020,5/25/2020 8:03,1631,6.84,6.84,6.84
{61290989800520645010},5/6/2020,5/25/2020 8:05,1631,5.98,5.98,5.98
{61290989800520718158},5/13/2020,5/29/2020 6:01,1649,5.37,5.37,5.37
{61290989800520923293},5/20/2020,6/5/2020 2:25,1663,5.37,5.37,5.37
{61290989800520887182},5/18/2020,6/28/2020 3:43,1714,6.3,5.7,6.27
{61290989800520983747},5/26/2020,6/12/2020 4:13,1688,5.37,5.37,5.37
{61290989800520965286},5/25/2020,6/12/2020 4:06,1688,6.54,6.54,7.51
{61290989800520996709},5/27/2020,6/12/2020 4:05,1688,5.37,5.37,5.37
{61290989800520570473},4/30/2020,5/25/2020 7:51,1631,5.37,5.37,5.99
{61290989800520606301},5/4/2020,5/25/2020 8:03,1631,5.61,5.61,5.61
{61290989800520658034},5/7/2020,5/29/2020 5:35,1649,5.37,5.37,5.37
{61290989800521004878},5/28/2020,6/12/2020 1:43,1677,5.37,5.37,5.37
{61290989800520728317},5/14/2020,5/29/2020 6:06,1649,7.96,7.96,8.57
{61290989800520676915},5/9/2020,5/25/2020 7:52,1631,6.58,6.58,7.59
{61290989800520936187},5/21/2020,6/12/2020 4:01,1688,6.75,6.75,6.57
{61290989800520605656},5/4/2020,5/25/2020 8:05,1631,5.7,5.7,5.7
{61290989800520968850},5/25/2020,6/28/2020 3:33,1714,7.27,7.27,7.24
{61290989800520571845},4/30/2020,5/25/2020 7:46,1631,7.19,7.19,7.26
{61290989800520558013},4/29/2020,5/25/2020 8:06,1630,5.62,5.62,5.99
{61290989800520701372},5/12/2020,5/29/2020 5:54,1649,5.7,5.7,5.7
{61290989800521093018},6/9/2020,6/28/2020 2:30,1711,8.58,7.79,6.76
{61290989800521079715},6/8/2020,6/19/2020 2:24,1698,7.36,7.36,8.33
{61290989800520511865},4/24/2020,5/8/2020 0:45,1577,6.89,6.89,6.88
{61290989800520726573},5/14/2020,5/29/2020 6:05,1649,5.7,5.7,5.7
{61290989800521015232},5/29/2020,6/12/2020 1:46,1677,5.37,5.37,5.37
{61290989800520658836},5/7/2020,6/28/2020 3:28,1714,5.7,5.7,5.7
{61290989800521109788},6/11/2020,7/3/2020 3:03,1764,5.85,5.85,5.85
{61290989800520530330},4/27/2020,5/25/2020 8:00,1630,5.38,5.38,5.38
{61290989800521014525},5/29/2020,6/12/2020 1:35,1677,5.7,5.7,5.7
{61290989800520965644},5/25/2020,6/12/2020 4:04,1688,6.88,6.88,7.85
{61290989800521108767},6/11/2020,7/3/2020 2:56,1764,6.19,6.19,6.19
"{393253661702,393253662720,393253664079,393253665010,393253666174,393253666954,393253668556,393253670317,393253671840,393253673007,393253673658,393253675135,393253675499,393253676874,393253677790,393253679244}",5/27/2020,6/19/2020 3:07,1699,115.8,115.8,115.74
{61290989800521285550},6/18/2020,7/3/2020 3:01,1764,5.92,5.92,5.92
{61290989800520581011},5/1/2020,5/25/2020 7:58,1630,8.34,8.34,8.43
{61290989800521078794},6/8/2020,6/19/2020 2:24,1698,6.19,6.19,6.19
{61290989800521267235},6/16/2020,7/3/2020 2:55,1764,7.04,7.04,8.01
{61290989800520878296},5/16/2020,6/28/2020 4:16,1714,6.3,5.7,6.27
{61290989800520582247},5/1/2020,5/25/2020 7:43,1630,5.72,5.72,5.99
{61290989800520606554},5/4/2020,5/29/2020 5:27,1649,5.37,5.37,5.37
{61290989800520658010},5/7/2020,5/25/2020 7:46,1631,6.58,6.58,7.53
{61290989800521121919},6/13/2020,7/3/2020 2:53,1764,7.33,7.33,7.33
{61290989800521297898},6/22/2020,7/3/2020 5:49,1768,6.92,6.92,6.91
{61290989800520677028},5/9/2020,5/29/2020 5:42,1649,7.9,7.9,8.49
{61290989800520742535},5/15/2020,5/29/2020 6:11,1649,5.61,5.61,5.61
{61290989800520530354},4/27/2020,5/25/2020 7:46,1631,6.28,6.28,6.29
{61290989800521109658},6/11/2020,6/28/2020 3:15,1712,5.85,5.85,5.85
{61290989800520605410},5/4/2020,5/25/2020 7:58,1630,6.88,6.88,7.85
{61290989800520890090},5/18/2020,6/5/2020 2:13,1663,7.14,6.54,8.06
{61290989800520944656},5/22/2020,6/28/2020 4:23,1714,6.27,6.27,6.28
{61290989800520994415},5/27/2020,6/19/2020 2:28,1698,5.7,5.7,5.7
{61290989800520932714},5/21/2020,6/5/2020 2:15,1663,6.54,6.54,7.51
{61290989800520532563},4/27/2020,5/25/2020 7:48,1630,7.18,7.18,7.18
{61290989800520685399},5/11/2020,5/29/2020 5:46,1649,6.54,6.54,7.51
{61290989800520627436},5/5/2020,5/25/2020 7:39,1631,5.37,5.37,5.42
{61290989800520557115},4/29/2020,5/25/2020 7:43,1630,5.62,5.62,5.99
{61290989800520581059},5/1/2020,5/25/2020 7:54,1630,5.72,5.72,5.99
{61290989800520894395},5/18/2020,6/28/2020 4:01,1714,5.7,5.7,5.7
{61290989800520644051},5/6/2020,5/25/2020 8:06,1631,5.7,5.7,5.7
{61290989800520606721},5/4/2020,5/25/2020 7:37,1631,7.08,7.08,7.08
{61290989800520696357},5/11/2020,5/29/2020 5:52,1649,14.54,14.54,10.71
{61290989800520966603},5/25/2020,6/12/2020 2:10,1677,7.08,7.08,7.08
{61290989800521277531},6/17/2020,7/3/2020 2:53,1764,8.03,8.03,6.9
