tracking_number,ship_date,????,????id,???,???,???
{61290989800520555920},4/29/2020,5/25/2020 7:37,1631,5.7,5.7,5.99
{61290989800521056495},6/4/2020,6/19/2020 2:35,1698,5.7,5.7,5.7
{61290989800520966290},5/25/2020,6/12/2020 3:59,1688,5.7,5.7,5.7
{61290989800520645454},5/6/2020,5/25/2020 7:52,1631,6.88,6.88,7.85
{61290989800520944564},5/22/2020,6/5/2020 1:54,1663,5.7,5.7,5.7
{61290989800520558150},4/29/2020,5/25/2020 8:00,1630,5.99,5.99,5.99
{61290989800521095548},6/9/2020,6/28/2020 2:25,1711,7.03,7.03,7.99
{61290989800521049497},6/3/2020,6/19/2020 2:33,1698,6.73,6.73,6.28
{61290989800520646642},5/6/2020,6/28/2020 3:31,1714,5.37,5.37,5.37
{61290989800520922920},5/20/2020,6/28/2020 4:23,1714,5.87,5.87,5.37
{61290989800520727105},5/14/2020,5/29/2020 6:06,1649,5.98,5.98,5.98
{61290989800520529167},4/27/2020,5/25/2020 7:57,1630,6.74,6.74,5.72
{61290989800521299120},6/22/2020,7/3/2020 5:49,1768,6.6,6.6,7.57
{61290989800521057133},6/4/2020,6/19/2020 2:37,1698,5.7,5.7,5.7
"{393297667125,393297667787,393297669389,393297671210,393297672010,393297673094,393297674414,393297675329,393297676612,393297676830}",5/28/2020,6/28/2020 2:36,1711,88.82,88.82,88.8
{61290989800521092905},6/9/2020,6/28/2020 2:25,1711,6.19,6.19,6.19
{61290989800520890892},5/18/2020,5/29/2020 6:14,1649,7.52,6.88,8.44
{61290989800520726481},5/14/2020,5/29/2020 6:05,1649,5.37,5.37,5.37
{61290989800520628747},5/5/2020,5/25/2020 7:54,1631,5.37,5.37,5.42
{61290989800521062359},6/5/2020,6/19/2020 2:35,1698,5.37,5.37,5.37
{61290989800521298482},6/22/2020,7/3/2020 5:47,1768,5.8,5.8,5.8
{61290989800520740715},5/15/2020,5/29/2020 6:10,1649,5.7,5.7,5.7
{61290989800520665773},5/8/2020,5/25/2020 8:02,1631,5.7,5.7,5.7
{61290989800520921831},5/20/2020,6/28/2020 4:20,1714,6.88,6.88,7.85
{61290989800521076943},6/8/2020,6/19/2020 2:23,1698,6.19,6.19,6.19
{61290989800521005639},5/28/2020,6/28/2020 2:23,1711,6.1,6.1,5.61
{61290989800521283341},6/18/2020,7/3/2020 5:47,1768,5.92,5.92,5.92
{61290989800520980630},5/26/2020,6/12/2020 4:05,1688,5.7,5.7,5.7
{61290989800521031720},6/1/2020,6/12/2020 4:40,1688,6.88,6.88,7.85
{61290989800521100259},6/10/2020,6/28/2020 2:44,1711,6.75,6.75,6.76
{61290989800520593717},5/2/2020,5/25/2020 7:58,1630,5.7,5.7,5.72
{61290989800520889735},5/18/2020,6/5/2020 1:52,1663,5.94,5.37,5.91
{61290989800520606271},5/4/2020,5/25/2020 8:04,1631,5.7,5.7,5.7
{61290989800520993395},5/27/2020,6/12/2020 1:43,1677,6.88,6.88,7.85
{61290989800520628440},5/5/2020,5/25/2020 8:04,1630,5.37,5.37,5.42
{61290989800521043518},6/2/2020,6/19/2020 2:37,1698,6.54,6.54,7.51
{61290989800520570015},4/30/2020,5/25/2020 7:27,1630,5.42,5.42,5.99
{61290989800520532396},4/27/2020,5/25/2020 7:47,1630,8.34,8.34,8.34
{61290989800520615785},5/4/2020,5/29/2020 5:28,1649,10.79,10.79,6.43
{61290989800520529051},4/27/2020,5/25/2020 7:57,1630,5.38,5.38,5.38
{61290989800520909969},5/19/2020,6/12/2020 1:49,1677,5.37,5.37,5.37
{61290989800520607803},5/4/2020,5/25/2020 8:00,1631,6.84,6.84,6.84
{61290989800521256376},6/15/2020,6/28/2020 3:17,1712,6.19,6.19,6.19
{61290989800520740654},5/15/2020,5/29/2020 6:10,1649,6.88,6.88,7.85
{61290989800520582582},5/1/2020,5/29/2020 5:24,1649,6.88,6.88,7.97
{61290989800520521772},4/26/2020,5/25/2020 7:57,1630,5.38,5.38,5.38
{61290989800520924993},5/20/2020,6/28/2020 4:04,1714,5.37,5.37,5.37
{61290989800521004922},5/28/2020,6/12/2020 1:45,1677,5.4,5.4,5.39
{61290989800520583619},5/1/2020,5/25/2020 7:45,1631,7.9,7.9,8.58
{61290989800520727891},5/14/2020,5/29/2020 6:06,1649,5.7,5.7,5.7
{61290989800520684507},5/11/2020,5/29/2020 5:46,1649,7.18,7.18,7.18
{61290989800521269543},6/16/2020,7/3/2020 2:59,1764,6.9,6.9,6.47
{61290989800520528306},4/27/2020,5/25/2020 7:30,1630,5.62,5.62,5.62
{61290989800520742122},5/15/2020,6/5/2020 2:04,1663,5.7,5.7,5.7
{61290989800520524636},4/26/2020,5/25/2020 8:08,1630,6.85,6.85,6.85
{61290989800520656108},5/7/2020,5/25/2020 8:03,1631,5.7,5.7,5.7
{61290989800520666244},5/8/2020,5/29/2020 5:37,1649,7.18,7.18,7.18
{61290989800520878418},5/16/2020,5/29/2020 6:13,1649,6.3,5.7,6.27
{61290989800520642095},5/6/2020,5/25/2020 7:31,1630,5.4,5.4,5.39
{61290989800520968362},5/25/2020,6/28/2020 2:24,1711,6.19,6.19,5.7
{61290989800521297904},6/22/2020,7/3/2020 5:49,1768,5.48,5.48,5.48
{61290989800521039764},6/2/2020,6/19/2020 2:40,1698,5.7,5.7,5.7
{61290989800520527767},4/27/2020,5/8/2020 0:49,1577,5.62,5.62,5.62
{61290989800521108774},6/11/2020,6/28/2020 3:15,1712,7.57,7.57,7.57
{61290989800520528344},4/27/2020,5/25/2020 7:45,1630,7.19,7.19,7.19
{61290989800520628013},5/5/2020,5/25/2020 7:51,1631,5.37,5.37,5.42
{61290989800521275261},6/17/2020,7/3/2020 2:56,1764,5.92,5.92,5.92
{61290989800520701235},5/12/2020,5/29/2020 5:54,1649,5.7,5.7,5.7
{61290989800520606783},5/4/2020,5/25/2020 7:37,1631,5.37,5.37,5.37
{61290989800521298383},6/22/2020,7/3/2020 5:48,1768,5.8,5.8,5.8
{61290989800520528511},4/27/2020,5/25/2020 8:00,1630,5.72,5.72,5.72
{61290989800520668897},5/8/2020,5/25/2020 7:27,1631,6.27,6.27,6.28
{61290989800520610476},5/4/2020,6/5/2020 2:22,1663,5.37,5.37,5.37
{61290989800520705455},5/12/2020,5/29/2020 5:55,1649,13.85,13.85,12.8
{61290989800520715461},5/13/2020,5/29/2020 6:00,1649,6.84,6.84,6.84
{61290989800520943192},5/22/2020,6/28/2020 3:47,1714,7.08,7.08,7.08
{61290989800520544566},4/28/2020,5/25/2020 7:41,1630,5.72,5.72,5.72
{61290989800521297607},6/22/2020,7/3/2020 5:45,1768,6.92,6.92,7.89
{61290989800521299052},6/22/2020,7/3/2020 5:45,1768,5.8,5.8,5.8
{61290989800520979962},5/26/2020,6/28/2020 4:05,1714,5.61,5.61,5.61
{61290989800521266689},6/16/2020,7/3/2020 2:51,1764,5.92,5.92,5.92
{61290989800520544580},4/28/2020,5/25/2020 7:34,1630,5.62,5.62,5.62
{61290989800521312539},6/23/2020,7/3/2020 5:47,1768,7.38,7.38,7.17
{61290989800520500746},4/23/2020,5/8/2020 0:51,1577,5.38,5.38,5.38
{61290989800520969321},5/25/2020,6/28/2020 3:13,1712,5.89,5.89,5.39
{61290989800521304244},6/22/2020,7/3/2020 5:43,1768,5.83,5.83,5.62
{61290989800521030204},6/1/2020,6/28/2020 3:13,1712,7.92,7.92,8.42
{61290989800520573153},4/30/2020,5/29/2020 5:24,1649,5.7,5.7,5.99
{61290989800521261943},6/15/2020,6/28/2020 3:17,1712,6.19,6.19,5.44
{61290989800520877848},5/16/2020,6/28/2020 4:16,1714,7.45,6.84,7.4
{61290989800520571494},4/30/2020,5/25/2020 7:37,1630,5.38,5.38,5.99
{61290989800520627863},5/5/2020,5/29/2020 5:29,1649,7.08,7.08,6.9
{61290989800521268812},6/16/2020,7/3/2020 2:54,1764,6.46,6.46,5.92
{61290989800521092813},6/9/2020,6/28/2020 2:31,1711,5.85,5.85,5.85
{61290989800521117790},6/12/2020,6/28/2020 3:16,1712,7.75,7.75,7.73
{61290989800520701334},5/12/2020,5/29/2020 5:54,1649,5.61,5.61,5.61
{61290989800521285406},6/18/2020,7/3/2020 2:51,1764,6.95,6.95,7.92
{61290989800520966368},5/25/2020,6/12/2020 2:07,1677,5.4,5.4,5.39
{61290989800521268638},6/16/2020,7/3/2020 2:58,1764,7.78,7.78,7.32
{61290989800520627368},5/5/2020,5/25/2020 7:53,1631,5.37,5.37,5.42
{61290989800521121995},6/13/2020,6/28/2020 3:16,1712,6.1,6.1,6.09
{61290989800520906258},5/19/2020,6/28/2020 4:03,1714,6.79,6.79,7.75
{61290989800520715317},5/13/2020,5/29/2020 6:00,1649,5.7,5.7,5.7
{61290989800520676786},5/9/2020,7/3/2020 3:01,1764,6.19,6.19,5.75
{61290989800520890861},5/18/2020,6/28/2020 3:58,1714,7.52,6.88,8.44
{61290989800520684385},5/11/2020,5/29/2020 5:46,1649,7.18,7.18,7.18
{61290989800520615600},5/4/2020,5/25/2020 7:29,1631,12.26,12.26,7.9
{61290989800520907606},5/19/2020,6/28/2020 3:59,1714,5.7,5.7,5.7
{61290989800521078176},6/8/2020,6/28/2020 2:26,1711,5.85,5.85,5.85
{61290989800521093308},6/9/2020,7/3/2020 2:51,1764,6.19,6.19,6.19
{61290989800520616034},5/4/2020,5/29/2020 5:28,1649,11.36,11.36,8.02
{61290989800520616768},5/4/2020,5/25/2020 7:39,1631,9.73,9.73,5.52
{61290989800520924504},5/20/2020,6/12/2020 1:37,1677,5.8,5.8,5.77
{61290989800520715904},5/13/2020,5/29/2020 6:00,1649,5.7,5.7,5.7
{61290989800520877893},5/16/2020,5/29/2020 6:12,1649,6.3,5.7,6.27
{61290989800520524520},4/26/2020,5/25/2020 7:41,1630,6.89,6.89,6.88
{61290989800520605687},5/4/2020,5/25/2020 8:05,1631,5.7,5.7,5.7
{61290989800520524803},4/26/2020,5/25/2020 7:38,1630,6.85,6.85,6.85
{61290989800521057355},6/4/2020,6/19/2020 2:39,1698,5.51,5.51,5.37
{61290989800521093223},6/9/2020,6/28/2020 2:32,1711,6.19,6.19,6.19
{61290989800520970150},5/25/2020,6/19/2020 2:34,1698,5.37,5.37,5.37
{61290989800521028485},6/1/2020,6/28/2020 2:30,1711,5.85,5.85,5.37
{61290989800520695312},5/11/2020,5/29/2020 5:51,1649,8.34,8.34,8.87
{61290989800520555029},4/29/2020,5/25/2020 8:01,1630,5.72,5.72,5.99
{61290989800520677516},5/9/2020,5/29/2020 5:42,1649,7.18,7.18,7.23
{61290989800520906005},5/19/2020,6/28/2020 3:29,1714,7.08,7.08,7.08
{61290989800520524827},4/26/2020,5/25/2020 8:02,1630,5.38,5.38,5.38
{61290989800520529259},4/27/2020,5/25/2020 7:46,1630,5.38,5.38,5.38
{61290989800520523738},4/26/2020,5/25/2020 8:02,1630,18.6,18.6,15.64
{61290989800520675901},5/9/2020,5/29/2020 5:41,1649,5.61,5.61,5.61
{61290989800520524018},4/26/2020,5/8/2020 0:58,1577,6.28,6.28,5.72
{61290989800521028799},6/1/2020,6/28/2020 2:31,1711,6.19,6.19,5.7
{61290989800521049572},6/3/2020,6/19/2020 2:35,1698,6.73,6.73,6.28
{61290989800520523684},4/26/2020,5/25/2020 7:30,1630,5.62,5.62,5.62
{61290989800521082180},6/8/2020,6/28/2020 2:23,1711,7.57,7.57,7.57
{61290989800520907088},5/19/2020,6/5/2020 2:04,1663,5.37,5.37,5.37
{61290989800520604741},5/4/2020,5/25/2020 7:47,1630,7.9,7.9,7.08
{61290989800520700238},5/12/2020,5/29/2020 5:53,1649,7.08,7.08,7.08
{61290989800521109030},6/11/2020,6/28/2020 2:44,1711,5.85,5.85,5.85
{61290989800520601986},5/4/2020,5/25/2020 7:25,1630,5.4,5.4,5.39
{61290989800520993548},5/27/2020,6/12/2020 1:37,1677,7.18,7.18,7.18
{61290989800520922470},5/20/2020,6/28/2020 3:30,1714,6.58,6.58,7.53
{61290989800520545396},4/28/2020,5/29/2020 5:22,1649,7.08,7.08,7.1
{61290989800521254570},6/15/2020,6/28/2020 3:16,1712,7.33,7.33,7.33
{61290989800521106237},6/10/2020,6/28/2020 3:15,1712,8.96,8.96,9.35
{61290989800520906395},5/19/2020,6/28/2020 3:59,1714,6.84,6.84,6.84
{61290989800521029871},6/1/2020,6/28/2020 2:31,1711,6.54,6.54,7.51
{61290989800520523417},4/26/2020,5/25/2020 7:45,1631,5.8,5.8,5.4
{61290989800520667241},5/8/2020,5/25/2020 7:36,1631,7.18,7.18,7.18
{61290989800521121711},6/13/2020,7/3/2020 2:55,1764,8.38,8.38,8.38
{61290989800521117905},6/12/2020,6/28/2020 3:16,1712,7.66,7.66,7.66
{61290989800520727648},5/14/2020,5/29/2020 6:06,1649,5.4,5.4,5.39
{61290989800520593816},5/2/2020,5/25/2020 7:44,1631,5.37,5.37,5.38
{61290989800521005424},5/28/2020,6/28/2020 2:29,1711,7.66,7.66,7.18
{61290989800521284683},6/18/2020,7/3/2020 2:55,1764,5.73,5.73,5.74
{61290989800521049527},6/3/2020,6/19/2020 2:35,1698,7.45,7.45,7.45
{61290989800521109245},6/11/2020,6/28/2020 2:42,1711,6.19,6.19,6.19
{61290989800521014983},5/29/2020,6/12/2020 1:39,1677,5.7,5.7,5.7
{61290989800520555678},4/29/2020,5/25/2020 8:02,1631,6.27,6.27,6.92
{61290989800520596503},5/3/2020,5/25/2020 7:42,1631,6.58,6.58,7.55
{61290989800520742368},5/15/2020,5/29/2020 6:10,1649,5.7,5.7,5.7
{61290989800520572736},4/30/2020,5/25/2020 7:49,1631,12.26,12.26,8.58
{61290989800520887526},5/18/2020,5/29/2020 6:14,1649,7.49,6.88,7.43
{61290989800520996822},5/27/2020,6/12/2020 3:59,1688,5.7,5.7,5.7
{61290989800521005288},5/28/2020,6/28/2020 2:33,1711,5.85,5.85,5.37
{61290989800520509015},4/24/2020,5/8/2020 0:47,1577,6.8,6.8,6.78
{61290989800521291179},6/19/2020,7/3/2020 5:44,1768,5.6,5.6,5.6
{61290989800520968416},5/25/2020,6/28/2020 2:23,1711,5.85,5.85,5.37
{61290989800521122114},6/13/2020,6/28/2020 3:16,1712,7.57,7.57,7.57
{61290989800521049428},6/3/2020,6/19/2020 2:40,1698,5.61,5.61,5.61
{61290989800521076790},6/8/2020,7/3/2020 2:52,1764,6.19,6.19,6.76
{61290989800521022117},5/30/2020,6/19/2020 2:35,1698,5.7,5.7,5.75
{61290989800520906302},5/19/2020,6/28/2020 3:44,1714,5.7,5.7,5.7
{61290989800520968232},5/25/2020,6/28/2020 2:27,1711,7.03,7.03,7.51
{61290989800521109269},6/11/2020,6/28/2020 3:15,1712,5.85,5.85,5.85
{61290989800520966818},5/25/2020,6/12/2020 4:04,1688,6.58,6.58,7.53
{61290989800520677066},5/9/2020,5/25/2020 7:47,1631,6.88,6.88,7.9
{61290989800520923255},5/20/2020,6/28/2020 2:42,1711,6.19,6.19,5.7
{61290989800520584296},5/1/2020,5/25/2020 7:54,1631,5.7,5.7,5.99
{61290989800520545822},4/28/2020,5/25/2020 7:30,1630,5.72,5.72,5.72
{61290989800520740111},5/15/2020,6/28/2020 3:26,1714,5.7,5.7,5.7
{61290989800521093773},6/9/2020,6/28/2020 2:22,1711,6.1,6.1,6.09
{61290989800521255102},6/15/2020,7/3/2020 2:57,1764,6.19,6.19,6.19
{61290989800521094718},6/9/2020,6/28/2020 2:44,1711,6.05,6.05,5.85
{61290989800520965781},5/25/2020,6/12/2020 2:09,1677,5.7,5.7,5.7
{61290989800520524315},4/26/2020,5/8/2020 0:44,1577,5.72,5.72,5.72
{61290989800521040340},6/2/2020,6/19/2020 2:36,1698,7.08,7.08,7.08
{61290989800521311020},6/23/2020,7/3/2020 5:43,1768,6.06,6.06,6.06
{61290989800520936255},5/21/2020,6/5/2020 2:16,1663,6.88,6.88,7.85
{61290989800521110012},6/11/2020,6/28/2020 3:15,1712,6.19,6.19,6.19
{61290989800520520775},4/26/2020,5/25/2020 7:30,1630,20.02,20.02,7.15
{61290989800521256222},6/15/2020,6/28/2020 3:17,1712,6.19,6.19,6.19
{61290989800520699341},5/12/2020,5/29/2020 5:53,1649,6.78,6.78,7.75
{61290989800520604642},5/4/2020,5/25/2020 7:31,1630,6.88,6.88,7.85
{61290989800520520539},4/26/2020,5/25/2020 8:07,1630,7.31,7.31,7.31
{61290989800521284942},6/18/2020,7/3/2020 5:47,1768,5.6,5.6,5.6
{61290989800521298895},6/22/2020,7/3/2020 5:48,1768,5.8,5.8,5.8
{61290989800520606578},5/4/2020,5/25/2020 7:52,1631,5.98,5.98,5.98
{61290989800521286403},6/18/2020,7/3/2020 5:41,1768,5.83,5.83,5.83
{61290989800521064421},6/5/2020,6/28/2020 2:24,1711,6.73,6.73,6.28
{61290989800520971287},5/25/2020,6/12/2020 2:09,1677,7.16,7.16,6.28
{61290989800520907460},5/19/2020,6/5/2020 2:15,1663,7.18,7.18,7.18
{61290989800521122169},6/13/2020,6/28/2020 3:16,1712,6.19,6.19,6.19
{61290989800520508728},4/24/2020,5/8/2020 0:51,1577,5.72,5.72,5.72
{61290989800521093100},6/9/2020,6/28/2020 2:29,1711,7.52,7.52,7.52
{61290989800520676793},5/9/2020,7/3/2020 2:51,1764,7.36,7.36,6.92
{61290989800520980197},5/26/2020,6/12/2020 2:11,1677,5.7,5.7,5.7
{61290989800520695435},5/11/2020,5/29/2020 5:51,1649,5.7,5.7,5.7
{61290989800521014884},5/29/2020,6/12/2020 1:34,1677,5.7,5.7,5.7
{61290989800520932943},5/21/2020,6/28/2020 3:12,1712,7.36,7.36,7.85
{61290989800520570251},4/30/2020,5/25/2020 7:52,1631,6.88,6.88,7.27
{61290989800520524698},4/26/2020,5/8/2020 0:41,1577,5.38,5.38,5.38
{61290989800520509541},4/24/2020,5/25/2020 7:28,1630,6.89,6.89,6.88
{61290989800520888226},5/18/2020,6/28/2020 4:02,1714,6.3,5.7,6.27
{61290989800520994576},5/27/2020,6/12/2020 1:35,1677,6.27,6.27,5.7
{74890989800520948292},5/22/2020,6/28/2020 3:32,1714,5.41,5.41,4.98
{61290989800520948746},5/22/2020,6/12/2020 4:12,1688,5.37,5.37,5.37
{61290989800520618953},5/4/2020,5/29/2020 5:29,1649,7.16,7.16,6.73
{61290989800520943697},5/22/2020,6/28/2020 4:06,1714,5.7,5.7,5.7
{61290989800520633772},5/5/2020,5/25/2020 7:59,1631,5.37,5.37,5.37
{61290989800520994538},5/27/2020,6/28/2020 2:42,1711,5.89,5.89,5.39
{61290989800520510318},4/24/2020,5/25/2020 7:57,1630,7.19,7.19,7.19
{61290989800520546270},4/28/2020,5/25/2020 7:28,1630,5.38,5.38,5.38
{61290989800521049329},6/3/2020,6/19/2020 2:33,1698,6.27,6.27,6.73
{61290989800521111064},6/11/2020,7/3/2020 3:10,1764,8.81,8.81,8.13
{61290989800520718165},5/13/2020,6/5/2020 2:12,1663,5.37,5.37,5.37
{61290989800520921886},5/20/2020,6/5/2020 2:28,1663,5.37,5.37,5.37
{61290989800520557894},4/29/2020,5/25/2020 7:53,1630,14.89,14.89,5.99
{61290989800520906289},5/19/2020,6/28/2020 4:19,1714,5.37,5.37,5.37
{61290989800520644327},5/6/2020,5/25/2020 8:04,1631,6.73,6.73,5.7
{61290989800520607841},5/4/2020,5/25/2020 7:31,1630,5.7,5.7,5.7
{61290989800521298161},6/22/2020,7/3/2020 5:43,1768,5.51,5.51,5.5
{61290989800520906555},5/19/2020,5/29/2020 6:16,1649,5.4,5.4,5.39
{61290989800521064469},6/5/2020,6/19/2020 2:39,1698,6.27,6.27,6.28
{61290989800520605571},5/4/2020,5/25/2020 8:04,1630,5.37,5.37,5.37
{61290989800521121438},6/13/2020,6/28/2020 3:16,1712,6.19,6.19,6.19
{61290989800520509480},4/24/2020,5/25/2020 7:26,1630,5.42,5.42,5.4
{61290989800520934695},5/21/2020,6/5/2020 2:05,1663,5.61,5.61,5.61
{61290989800521256451},6/15/2020,7/3/2020 2:55,1764,6.19,6.19,6.19
{61290989800521285123},6/18/2020,7/3/2020 5:49,1768,5.79,5.79,5.79
{61290989800521028171},6/1/2020,6/19/2020 2:23,1698,6.19,6.19,5.7
{61290989800520500913},4/23/2020,5/8/2020 0:44,1577,6.28,6.28,6.29
{61290989800521005905},5/28/2020,7/3/2020 3:09,1764,7.66,7.66,7.18
{61290989800520895200},5/18/2020,6/5/2020 2:15,1663,5.7,5.7,5.7
{61290989800520907682},5/19/2020,6/5/2020 2:24,1663,6.54,6.54,7.51
{61290989800521105254},6/10/2020,6/28/2020 2:30,1711,5.85,5.85,5.85
{61290989800520531733},4/27/2020,5/25/2020 8:07,1630,8.34,8.34,8.34
{61290989800520906869},5/19/2020,6/19/2020 2:40,1698,6.88,6.88,7.85
{61290989800520893602},5/18/2020,5/29/2020 6:14,1649,7.15,7.15,8.12
{61290989800520546409},4/28/2020,5/25/2020 7:40,1630,5.42,5.42,5.4
{61290989800520727433},5/14/2020,5/29/2020 6:06,1649,5.7,5.7,5.7
{61290989800520665704},5/8/2020,5/25/2020 7:26,1631,6.27,6.27,5.7
{61290989800520584845},5/1/2020,5/25/2020 7:49,1631,6.88,6.88,7.97
{61290989800521057393},6/4/2020,6/19/2020 2:24,1698,7.57,7.57,7.08
{61290989800520727129},5/14/2020,5/29/2020 6:06,1649,5.7,5.7,5.7
{61290989800521117769},6/12/2020,6/28/2020 3:16,1712,7.03,7.03,7.99
{61290989800520967815},5/25/2020,6/12/2020 4:05,1688,7.08,7.08,7.08
{61290989800520665650},5/8/2020,5/25/2020 7:41,1631,6.77,6.77,7.85
{61290989800520571685},4/30/2020,5/25/2020 7:32,1630,5.38,5.38,5.99
{61290989800521005509},5/28/2020,6/12/2020 1:35,1677,5.4,5.4,5.39
{61290989800520740173},5/15/2020,5/29/2020 6:10,1649,5.61,5.61,5.61
{61290989800520966696},5/25/2020,6/12/2020 2:12,1677,5.61,5.61,5.61
{61290989800520545594},4/28/2020,5/25/2020 7:26,1631,5.37,5.37,5.38
{61290989800521078626},6/8/2020,6/28/2020 2:31,1711,5.85,5.85,5.85
{61290989800521022612},5/30/2020,6/19/2020 2:30,1698,5.37,5.37,5.42
{61290989800520532112},4/27/2020,5/25/2020 7:39,1630,5.8,5.8,5.4
{61290989800521029222},6/1/2020,6/19/2020 2:25,1698,7.08,7.08,7.08
{61290989800521255737},6/15/2020,6/28/2020 3:16,1712,6.19,6.19,6.19
{61290989800520707220},5/12/2020,5/29/2020 5:56,1649,5.7,5.7,5.7
{61290989800520522830},4/26/2020,5/25/2020 7:31,1631,5.38,5.38,5.38
{61290989800520677332},5/9/2020,5/25/2020 8:02,1631,5.7,5.7,5.75
{61290989800520701365},5/12/2020,5/29/2020 5:54,1649,5.7,5.7,5.7
{61290989800521079012},6/8/2020,6/28/2020 2:28,1711,6.19,6.19,6.19
{61290989800520544917},4/28/2020,5/25/2020 7:54,1630,8.21,8.21,7.19
{61290989800520964326},5/25/2020,6/12/2020 2:08,1677,5.51,5.51,5.52
{61290989800520716383},5/13/2020,5/29/2020 6:00,1649,6.88,6.88,7.85
{61290989800521058215},6/4/2020,6/19/2020 2:35,1698,6.73,6.73,6.28
{61290989800520714853},5/13/2020,5/29/2020 6:00,1649,7.18,7.18,7.18
{61290989800520558075},4/29/2020,5/25/2020 7:56,1630,8.34,8.34,8.43
{61290989800520943260},5/22/2020,6/5/2020 2:28,1663,5.37,5.37,5.37
{61290989800521258622},6/15/2020,6/28/2020 3:17,1712,7.21,7.21,6.27
{61290989800520556293},4/29/2020,5/25/2020 7:38,1630,5.72,5.72,5.99
{61290989800521267327},6/16/2020,7/3/2020 2:56,1764,5.6,5.6,5.6
{61290989800520556286},4/29/2020,5/25/2020 7:55,1631,6.85,6.85,7.27
{61290989800521005479},5/28/2020,6/12/2020 1:47,1677,5.4,5.4,5.39
{61290989800520546119},4/28/2020,5/25/2020 7:55,1630,6.55,6.55,6.54
{61290989800521261936},6/15/2020,7/3/2020 5:55,1768,6.19,6.19,5.44
{61290989800520572866},4/30/2020,5/29/2020 5:23,1649,17.49,17.49,14.93
{61290989800520965651},5/25/2020,6/12/2020 4:09,1688,5.7,5.7,5.7
{61290989800521015485},5/29/2020,6/12/2020 1:45,1677,32.94,30.16,19.47
{61290989800521099614},6/10/2020,7/3/2020 2:57,1764,5.85,5.85,5.85
{61290989800520907644},5/19/2020,6/28/2020 4:01,1714,6.27,6.27,5.7
{61290989800520965743},5/25/2020,6/12/2020 4:04,1688,5.7,5.7,5.7
{61290989800521258806},6/15/2020,7/3/2020 5:53,1768,7.03,7.03,7.43
{61290989800521056112},6/4/2020,6/19/2020 2:37,1698,6.88,6.88,7.85
{61290989800520967532},5/25/2020,6/12/2020 4:04,1688,5.37,5.37,5.37
{61290989800520605892},5/4/2020,5/25/2020 7:44,1631,7.18,7.18,7.18
{61290989800521104004},6/10/2020,6/28/2020 2:44,1711,7.33,7.33,7.33
{61290989800521015454},5/29/2020,6/12/2020 1:45,1677,6.84,6.84,6.84
{61290989800520981422},5/26/2020,6/12/2020 2:08,1677,5.7,5.7,5.7
{61290989800521007688},5/28/2020,6/12/2020 1:33,1677,6.54,6.54,7.57
{61290989800520556439},4/29/2020,5/25/2020 7:53,1630,5.38,5.38,5.99
{61290989800521083132},6/8/2020,6/28/2020 3:14,1712,6.1,6.1,6.46
{61290989800520676328},5/9/2020,5/29/2020 5:42,1649,5.7,5.7,5.7
{61290989800521116243},6/12/2020,6/28/2020 3:16,1712,7.64,7.64,8.24
{61290989800520682657},5/11/2020,6/28/2020 2:43,1711,6.1,6.1,5.61
{61290989800520558082},4/29/2020,5/25/2020 7:44,1630,5.62,5.62,5.99
{61290989800520593182},5/2/2020,5/25/2020 7:28,1631,5.7,5.7,5.72
{61290989800520687386},5/11/2020,5/29/2020 5:47,1649,5.4,5.4,5.39
{61290989800520932097},5/21/2020,6/5/2020 2:16,1663,5.7,5.7,6.28
{61290989800520887571},5/18/2020,5/29/2020 6:14,1649,7.45,6.84,7.4
{61290989800520966245},5/25/2020,6/12/2020 4:11,1688,5.4,5.4,5.39
{61290989800521030860},6/1/2020,6/12/2020 4:41,1688,5.61,5.61,5.61
{61290989800520899086},5/18/2020,6/28/2020 4:21,1714,6.75,6.75,6.57
{61290989800520907293},5/19/2020,6/28/2020 2:46,1711,6.19,6.19,5.7
{61290989800520972901},5/25/2020,6/12/2020 4:01,1688,5.37,5.37,5.37
"{393427242690,393427243700,393427244339,393427245953,393427247100,393427247794}",6/1/2020,6/19/2020 3:03,1699,51.46,51.46,52.24
{61290989800520996457},5/27/2020,6/12/2020 4:04,1688,6.27,6.27,6.28
{61290989800520512626},4/24/2020,5/8/2020 0:53,1577,6.28,6.28,5.72
{61290989800520980128},5/26/2020,6/12/2020 4:04,1688,5.7,5.7,5.7
{61290989800521286502},6/18/2020,7/3/2020 2:53,1764,8.31,8.31,8.04
{61290989800521296556},6/21/2020,7/3/2020 5:48,1768,5.51,5.51,5.62
{61290989800520606790},5/4/2020,5/25/2020 7:37,1631,6.54,6.54,7.51
{61290989800521255584},6/15/2020,7/3/2020 2:53,1764,6.19,6.19,6.19
{61290989800520905985},5/19/2020,6/5/2020 2:03,1663,7.18,7.18,7.18
{61290989800520718950},5/13/2020,5/29/2020 6:02,1649,7.67,7.67,7.14
{61290989800520966405},5/25/2020,6/12/2020 4:04,1688,5.37,5.37,5.37
{61290989800520969574},5/25/2020,6/19/2020 2:29,1698,5.37,5.37,5.37
{61290989800520656535},5/7/2020,5/29/2020 5:34,1649,5.4,5.4,5.39
{61290989800520523356},4/26/2020,5/25/2020 7:38,1631,5.98,5.98,5.62
{61290989800520943734},5/22/2020,6/12/2020 4:10,1688,7.44,7.44,7.85
