{61290989800520628624},2020-05-05,2020-05-25,1631,5.37,5.37,5.42
{61290989800521029680},2020-06-01,2020-06-19,1698,5.98,5.98,5.61
{61290989800521094923},2020-06-09,2020-06-28,1712,7.36,7.36,8.33
{61290989800520665490},2020-05-08,2020-05-25,1631,5.7,5.7,5.70
{61290989800520966672},2020-05-25,2020-06-12,1677,5.7,5.7,5.70
{61290989800521014747},2020-05-29,2020-06-12,1677,5.4,5.4,5.39
{61290989800520971676},2020-05-25,2020-06-19,1698,5.37,5.37,5.37
{61290989800521029116},2020-06-01,2020-06-28,1711,6.19,6.19,5.70
{61290989800520701884},2020-05-12,2020-05-29,1649,7.18,7.18,7.18
{61290989800520677417},2020-05-09,2020-05-25,1631,5.61,5.61,5.66
{61290989800521049770},2020-06-03,2020-06-19,1698,7.44,7.44,8.42
{61290989800520646567},2020-05-06,2020-06-05,1663,6.54,6.54,7.57
{61290989800520603621},2020-05-04,2020-05-29,1649,5.37,5.37,5.37
{61290989800520508919},2020-04-24,2020-05-08,1577,7.19,7.19,7.19
{61290989800520676281},2020-05-09,2020-05-29,1649,5.7,5.7,5.70
{61290989800520529150},2020-04-27,2020-05-25,1630,5.72,5.72,5.72
{61290989800520604420},2020-05-04,2020-05-25,1631,5.37,5.37,5.37
{61290989800520923675},2020-05-20,2020-06-05,1663,5.37,5.37,5.37
{61290989800521099607},2020-06-10,2020-07-03,1764,7.64,7.64,8.60
{61290989800520603065},2020-05-04,2020-05-25,1631,5.37,5.37,5.37
{61290989800521290103},2020-06-19,2020-07-03,1768,5.92,5.92,5.92
{61290989800520740050},2020-05-15,2020-05-29,1649,5.37,5.37,5.37
{61290989800520522328},2020-04-26,2020-05-25,1630,7.19,7.19,7.19
{61290989800521285031},2020-06-18,2020-07-03,1768,6.46,6.46,6.47
{61290989800520888547},2020-05-18,2020-06-28,1714,7.42,6.79,8.33
{61290989800520644839},2020-05-06,2020-05-29,1649,6.84,6.84,6.84
{61290989800520604826},2020-05-04,2020-05-25,1630,5.4,5.4,5.39
{61290989800520532235},2020-04-27,2020-05-25,1630,7.05,7.05,6.85
{61290989800520657853},2020-05-07,2020-05-25,1631,6.88,6.88,6.87
{61290989800521266771},2020-06-16,2020-06-28,1712,5.63,5.63,5.62
{61290989800520509152},2020-04-24,2020-05-08,1577,5.38,5.38,5.38
{61290989800520739658},2020-05-15,2020-05-29,1649,5.7,5.7,5.70
{61290989800520522526},2020-04-26,2020-05-25,1630,6.89,6.89,6.88
{61290989800521040036},2020-06-02,2020-06-28,1711,5.85,5.85,5.37
{61290989800521111040},2020-06-11,2020-07-03,1764,7.18,7.18,7.05
{61290989800520922401},2020-05-20,2020-06-05,1663,5.37,5.37,5.37
{61290989800520972727},2020-05-25,2020-06-12,1688,6.29,6.29,6.04
{61290989800521056846},2020-06-04,2020-06-19,1698,5.41,5.41,5.39
{61290989800521267266},2020-06-16,2020-07-03,1764,9.33,8.57,8.56
{61290989800520606110},2020-05-04,2020-05-25,1630,5.4,5.4,5.39
{61290989800520605564},2020-05-04,2020-05-25,1630,5.61,5.61,5.61
{61290989800520556330},2020-04-29,2020-05-25,1630,5.72,5.72,5.99
{61290989800520910033},2020-05-19,2020-06-28,1714,5.61,5.61,5.37
{61290989800520522250},2020-04-26,2020-05-25,1630,5.72,5.72,5.72
{61290989800521022223},2020-05-30,2020-06-12,1688,5.7,5.7,5.75
{61290989800520715522},2020-05-13,2020-05-29,1649,5.7,5.7,5.70
{61290989800520996686},2020-05-27,2020-06-12,1677,6.27,6.27,6.28
{61290989800520524209},2020-04-26,2020-05-25,1630,6.89,6.89,6.88
{61290989800521022544},2020-05-30,2020-06-19,1698,6.28,6.28,5.83
{61290989800520879378},2020-05-16,2020-06-05,1663,6.3,5.7,6.27
{61290989800521106077},2020-06-10,2020-06-28,1712,7.03,7.03,7.99
{61290989800521007336},2020-05-28,2020-06-19,1698,5.7,5.7,5.70
{61290989800520656153},2020-05-07,2020-05-25,1631,5.7,5.7,5.70
{61290989800520971966},2020-05-25,2020-06-12,1677,5.86,5.86,5.57
{61290989800520700214},2020-05-12,2020-05-29,1649,7.44,7.44,8.42
{61290989800520569934},2020-04-30,2020-05-25,1630,5.72,5.72,5.99
{61290989800520583312},2020-05-01,2020-05-25,1630,6.89,6.89,7.97
{61290989800520523639},2020-04-26,2020-05-08,1577,7.66,7.66,6.74
{61290989800520996655},2020-05-27,2020-06-12,1677,7.16,7.16,6.28
{61290989800520603751},2020-05-04,2020-05-25,1631,5.7,5.7,5.70
{61290989800521005950},2020-05-28,2020-06-28,1712,6.46,6.46,5.98
{61290989800521023084},2020-05-30,2020-06-19,1698,7.74,7.74,7.82
{61290989800520641555},2020-05-06,2020-05-25,1631,5.61,5.61,5.61
{61290989800520570916},2020-04-30,2020-05-25,1630,5.72,5.72,5.99
{61290989800520530309},2020-04-27,2020-05-25,1630,5.72,5.72,5.72
{61290989800520666954},2020-05-08,2020-05-25,1631,7.08,7.08,7.08
{61290989800520933230},2020-05-21,2020-06-05,1663,5.37,5.37,5.37
{61290989800521285833},2020-06-18,2020-07-03,1768,5.48,5.48,5.64
{61290989800520643900},2020-05-06,2020-06-12,1677,5.57,5.57,5.57
{61290989800521043587},2020-06-02,2020-06-19,1698,5.37,5.37,5.37
{61290989800521005455},2020-05-28,2020-06-28,1711,8.22,8.22,7.75
{61290989800520727020},2020-05-14,2020-05-29,1649,5.37,5.37,5.37
{61290989800521286496},2020-06-18,2020-07-03,1764,7.04,7.04,7.03
{61290989800520994293},2020-05-27,2020-06-12,1677,6.58,6.58,7.53
{61290989800520913720},2020-05-19,2020-06-28,1714,8.33,8.33,7.65
{61290989800520617703},2020-05-04,2020-05-25,1631,8.34,8.34,9.31
{61290989800521289954},2020-06-19,2020-07-03,1768,5.92,5.92,5.92
{61290989800521076462},2020-06-08,2020-07-03,1764,7.36,7.36,8.33
{61290989800520582599},2020-05-01,2020-05-29,1649,5.7,5.7,5.99
{61290989800521030945},2020-06-01,2020-06-12,1688,5.61,5.61,5.61
{61290989800520529235},2020-04-27,2020-05-25,1630,5.62,5.62,5.62
{61290989800520628884},2020-05-05,2020-05-25,1631,5.61,5.61,5.42
{61290989800520980517},2020-05-26,2020-06-12,1677,7.18,7.18,7.18
{61290989800521263046},2020-06-15,2020-07-03,1768,6.15,6.15,5.43
{61290989800520700351},2020-05-12,2020-05-29,1649,6.27,6.27,6.28
{61290989800520530293},2020-04-27,2020-05-25,1630,7.75,7.75,7.76
{61290989800521032505},2020-06-01,2020-06-19,1698,5.37,5.37,5.37
{61290989800520572668},2020-04-30,2020-05-25,1631,10.79,10.79,7.08
{61290989800521029369},2020-06-01,2020-06-19,1698,5.7,5.7,5.70
{61290989800521005011},2020-05-28,2020-06-12,1677,5.37,5.37,5.37
{61290989800521064544},2020-06-05,2020-06-28,1711,5.37,5.37,5.37
{61290989800520529334},2020-04-27,2020-05-08,1577,5.42,5.42,5.40
{61290989800520607674},2020-05-04,2020-05-25,1631,5.7,5.7,5.70
{61290989800520657389},2020-05-07,2020-05-25,1631,5.7,5.7,5.70
{61290989800520888066},2020-05-18,2020-06-12,1677,5.98,5.61,6.17
{61290989800520503754},2020-04-23,2020-05-08,1577,5.72,5.72,5.72
{61290989800521283488},2020-06-18,2020-07-03,1764,5.6,5.6,5.60
{392396003687},2020-05-01,2020-05-29,1649,9.17,9.17,15.66
